Year,NOC,Rank,Gold,Silver,Bronze,Total,Market_Share_Gold,Market_Share_Total,Total_Events,is_host,Host_NOC,years_since_last,crossed_war,years_since_hosted,olympic_experience,first_medal_year,is_post_soviet,years_since_independence,NOC_original
2008,MAS,72,0,1,0,1,0.0,0.0014858841010401188,673,0,CHN,12.0,0,999,16,1992,0,0,Malaysia
2012,MAS,65,0,1,1,2,0.0,0.0029850746268656717,670,0,GBR,4.0,0,999,20,1992,0,0,Malaysia
2016,MAS,60,0,4,1,5,0.0,0.007331378299120235,682,0,BRA,4.0,0,999,24,1992,0,0,Malaysia
2020,MAS,74,0,1,1,2,0.0,0.002628120893561104,761,0,JPN,4.0,0,999,28,1992,0,0,Malaysia
2024,MAS,80,0,0,2,2,0.0,0.0027100271002710027,738,0,FRA,4.0,0,999,32,1992,0,0,Malaysia
1996,MDA,58,0,1,1,2,0.0,0.0033112582781456954,604,0,USA,0.0,0,999,0,1996,1,5,Moldova
2000,MDA,61,0,1,1,2,0.0,0.0029985007496251873,667,0,AUS,4.0,0,999,4,1996,1,9,Moldova
2008,MDA,82,0,0,1,1,0.0,0.0014858841010401188,673,0,CHN,8.0,0,999,12,1996,1,17,Moldova
2020,MDA,86,0,0,1,1,0.0,0.001314060446780552,761,0,JPN,12.0,0,999,24,1996,1,29,Moldova
2024,MDA,72,0,1,3,4,0.0,0.005420054200542005,738,0,FRA,4.0,0,999,28,1996,1,33,Moldova
1932,MEX,21,0,2,0,2,0.0,0.007462686567164179,268,0,USA,0.0,0,999,0,1932,0,0,Mexico
1936,MEX,28,0,0,3,3,0.0,0.009933774834437087,302,0,GER,4.0,0,999,4,1932,0,0,Mexico
1948,MEX,17,2,1,2,5,0.00641025641025641,0.016025641025641024,312,0,GBR,12.0,1,999,16,1932,0,0,Mexico
1952,MEX,34,0,1,0,1,0.0,0.0029585798816568047,338,0,FIN,4.0,0,999,20,1932,0,0,Mexico
1956,MEX,23,1,0,1,2,0.0029239766081871343,0.005847953216374269,342,0,AUS,4.0,0,999,24,1932,0,0,Mexico
1960,MEX,41,0,0,1,1,0.0,0.0029411764705882353,340,0,ITA,4.0,0,999,28,1932,0,0,Mexico
1964,MEX,35,0,0,1,1,0.0,0.002702702702702703,370,0,JPN,4.0,0,999,32,1932,0,0,Mexico
1968,MEX,15,3,3,3,9,0.007772020725388601,0.023316062176165803,386,1,MEX,4.0,0,0,36,1932,0,0,Mexico
1972,MEX,33,0,1,0,1,0.0,0.002277904328018223,439,0,GER,4.0,0,4,40,1932,0,0,Mexico
1976,MEX,25,1,0,1,2,0.0022522522522522522,0.0045045045045045045,444,0,CAN,4.0,0,8,44,1932,0,0,Mexico
1980,MEX,29,0,1,3,4,0.0,0.00881057268722467,454,0,RUS,4.0,0,12,48,1932,0,0,Mexico
1984,MEX,17,2,3,1,6,0.0040650406504065045,0.012195121951219513,492,0,USA,4.0,0,16,52,1932,0,0,Mexico
1988,MEX,44,0,0,2,2,0.0,0.003787878787878788,528,0,KOR,4.0,0,20,56,1932,0,0,Mexico
1992,MEX,49,0,1,0,1,0.0,0.0017452006980802793,573,0,ESP,4.0,0,24,60,1932,0,0,Mexico
1996,MEX,71,0,0,1,1,0.0,0.0016556291390728477,604,0,USA,4.0,0,28,64,1932,0,0,Mexico
2000,MEX,40,1,2,3,6,0.0014992503748125937,0.008995502248875561,667,0,AUS,4.0,0,32,68,1932,0,0,Mexico
2004,MEX,59,0,3,1,4,0.0,0.005979073243647235,669,0,GRE,4.0,0,36,72,1932,0,0,Mexico
2008,MEX,36,2,0,2,4,0.0029717682020802376,0.005943536404160475,673,0,CHN,4.0,0,40,76,1932,0,0,Mexico
2012,MEX,39,1,3,4,8,0.0014925373134328358,0.011940298507462687,670,0,GBR,4.0,0,44,80,1932,0,0,Mexico
2016,MEX,61,0,3,2,5,0.0,0.007331378299120235,682,0,BRA,4.0,0,48,84,1932,0,0,Mexico
2020,MEX,84,0,0,4,4,0.0,0.005256241787122208,761,0,JPN,4.0,0,52,88,1932,0,0,Mexico
2024,MEX,65,0,3,2,5,0.0,0.006775067750677507,738,0,FRA,4.0,0,56,92,1932,0,0,Mexico
1968,MGL,34,0,1,3,4,0.0,0.010362694300518135,386,0,MEX,0.0,0,999,0,1968,0,0,Mongolia
1972,MGL,33,0,1,0,1,0.0,0.002277904328018223,439,0,GER,4.0,0,999,4,1968,0,0,Mongolia
1976,MGL,34,0,1,0,1,0.0,0.0022522522522522522,444,0,CAN,4.0,0,999,8,1968,0,0,Mongolia
1980,MGL,27,0,2,2,4,0.0,0.00881057268722467,454,0,RUS,4.0,0,999,12,1968,0,0,Mongolia
1988,MGL,46,0,0,1,1,0.0,0.001893939393939394,528,0,KOR,8.0,0,999,20,1968,0,0,Mongolia
1992,MGL,52,0,0,2,2,0.0,0.0034904013961605585,573,0,ESP,4.0,0,999,24,1968,0,0,Mongolia
1996,MGL,71,0,0,1,1,0.0,0.0016556291390728477,604,0,USA,4.0,0,999,28,1968,0,0,Mongolia
2004,MGL,71,0,0,1,1,0.0,0.0014947683109118087,669,0,GRE,8.0,0,999,36,1968,0,0,Mongolia
2008,MGL,33,2,2,0,4,0.0029717682020802376,0.005943536404160475,673,0,CHN,4.0,0,999,40,1968,0,0,Mongolia
2012,MGL,58,0,2,3,5,0.0,0.007462686567164179,670,0,GBR,4.0,0,999,44,1968,0,0,Mongolia
2016,MGL,67,0,1,1,2,0.0,0.002932551319648094,682,0,BRA,4.0,0,999,48,1968,0,0,Mongolia
2020,MGL,71,0,1,3,4,0.0,0.005256241787122208,761,0,JPN,4.0,0,999,52,1968,0,0,Mongolia
2024,MGL,74,0,1,0,1,0.0,0.0013550135501355014,738,0,FRA,4.0,0,999,56,1968,0,0,Mongolia
2000,MKD,71,0,0,1,1,0.0,0.0014992503748125937,667,0,AUS,0.0,0,999,0,2000,0,0,Macedonia
2012,MNE,70,0,1,0,1,0.0,0.0014925373134328358,670,0,GBR,0.0,0,999,0,2012,0,0,Montenegro
1996,MOZ,71,0,0,1,1,0.0,0.0016556291390728477,604,0,USA,0.0,0,999,0,1996,0,0,Mozambique
2000,MOZ,50,1,0,0,1,0.0014992503748125937,0.0014992503748125937,667,0,AUS,4.0,0,999,4,1996,0,0,Mozambique
2008,MRI,82,0,0,1,1,0.0,0.0014858841010401188,673,0,CHN,0.0,0,999,0,2008,0,0,Mauritius
1992,NAM,41,0,2,0,2,0.0,0.0034904013961605585,573,0,ESP,0.0,0,999,0,1992,0,0,Namibia
1996,NAM,55,0,2,0,2,0.0,0.0033112582781456954,604,0,USA,4.0,0,999,4,1992,0,0,Namibia
2020,NAM,77,0,1,0,1,0.0,0.001314060446780552,761,0,JPN,24.0,0,999,28,1992,0,0,Namibia
1900,NED,17,0,2,3,5,0.0,0.0211864406779661,236,0,FRA,0.0,0,999,0,1900,0,0,Netherlands
1908,NED,17,0,0,2,2,0.0,0.00749063670411985,267,0,GBR,8.0,0,999,8,1900,0,0,Netherlands
1912,NED,18,0,0,3,3,0.0,0.012711864406779662,236,0,SWE,4.0,0,999,12,1900,0,0,Netherlands
1920,NED,9,4,2,5,11,0.011019283746556474,0.030303030303030304,363,0,BEL,8.0,1,999,20,1900,0,0,Netherlands
1924,NED,9,4,1,5,10,0.0136986301369863,0.03424657534246575,292,0,FRA,4.0,0,999,24,1900,0,0,Netherlands
1928,NED,8,6,9,4,19,0.023809523809523808,0.07539682539682539,252,1,NED,4.0,0,0,28,1900,0,0,Netherlands
1932,NED,14,2,5,1,8,0.007462686567164179,0.029850746268656716,268,0,USA,4.0,0,4,32,1900,0,0,Netherlands
1936,NED,9,6,4,7,17,0.019867549668874173,0.056291390728476824,302,0,GER,4.0,0,8,36,1900,0,0,Netherlands
1948,NED,11,5,2,9,16,0.016025641025641024,0.05128205128205128,312,0,GBR,12.0,1,20,48,1900,0,0,Netherlands
1952,NED,29,0,5,0,5,0.0,0.014792899408284023,338,0,FIN,4.0,0,24,52,1900,0,0,Netherlands
1960,NED,28,0,1,2,3,0.0,0.008823529411764706,340,0,ITA,8.0,0,32,60,1900,0,0,Netherlands
1964,NED,15,2,4,4,10,0.005405405405405406,0.02702702702702703,370,0,JPN,4.0,0,36,64,1900,0,0,Netherlands
1968,NED,17,3,3,1,7,0.007772020725388601,0.018134715025906734,386,0,MEX,4.0,0,40,68,1900,0,0,Netherlands
1972,NED,16,3,1,1,5,0.00683371298405467,0.011389521640091117,439,0,GER,4.0,0,44,72,1900,0,0,Netherlands
1976,NED,29,0,2,3,5,0.0,0.01126126126126126,444,0,CAN,4.0,0,48,76,1900,0,0,Netherlands
1980,NED,30,0,1,2,3,0.0,0.006607929515418502,454,0,RUS,4.0,0,52,80,1900,0,0,Netherlands
1984,NED,13,5,2,6,13,0.01016260162601626,0.026422764227642278,492,0,USA,4.0,0,56,84,1900,0,0,Netherlands
1988,NED,22,2,2,5,9,0.003787878787878788,0.017045454545454544,528,0,KOR,4.0,0,60,88,1900,0,0,Netherlands
1992,NED,20,2,6,7,15,0.0034904013961605585,0.02617801047120419,573,0,ESP,4.0,0,64,92,1900,0,0,Netherlands
1996,NED,15,4,5,10,19,0.006622516556291391,0.03145695364238411,604,0,USA,4.0,0,68,96,1900,0,0,Netherlands
2000,NED,8,12,9,4,25,0.017991004497751123,0.037481259370314844,667,0,AUS,4.0,0,72,100,1900,0,0,Netherlands
2004,NED,18,4,9,9,22,0.005979073243647235,0.03288490284005979,669,0,GRE,4.0,0,76,104,1900,0,0,Netherlands
2008,NED,11,7,5,4,16,0.010401188707280832,0.0237741456166419,673,0,CHN,4.0,0,80,108,1900,0,0,Netherlands
2012,NED,13,6,6,8,20,0.008955223880597015,0.029850746268656716,670,0,GBR,4.0,0,84,112,1900,0,0,Netherlands
2016,NED,11,8,7,4,19,0.011730205278592375,0.02785923753665689,682,0,BRA,4.0,0,88,116,1900,0,0,Netherlands
2020,NED,7,10,12,14,36,0.013140604467805518,0.04730617608409987,761,0,JPN,4.0,0,92,120,1900,0,0,Netherlands
2024,NED,6,15,7,12,34,0.02032520325203252,0.04607046070460705,738,0,FRA,4.0,0,96,124,1900,0,0,Netherlands
1964,NGR,35,0,0,1,1,0.0,0.002702702702702703,370,0,JPN,0.0,0,999,0,1964,0,0,Nigeria
1972,NGR,43,0,0,1,1,0.0,0.002277904328018223,439,0,GER,8.0,0,999,8,1964,0,0,Nigeria
1984,NGR,30,0,1,1,2,0.0,0.0040650406504065045,492,0,USA,12.0,0,999,20,1964,0,0,Nigeria
1992,NGR,38,0,3,1,4,0.0,0.006980802792321117,573,0,ESP,8.0,0,999,28,1964,0,0,Nigeria
1996,NGR,32,2,1,3,6,0.0033112582781456954,0.009933774834437087,604,0,USA,4.0,0,999,32,1964,0,0,Nigeria
2000,NGR,41,1,2,0,3,0.0014992503748125937,0.004497751124437781,667,0,AUS,4.0,0,999,36,1964,0,0,Nigeria
2004,NGR,68,0,0,2,2,0.0,0.0029895366218236174,669,0,GRE,4.0,0,999,40,1964,0,0,Nigeria
2008,NGR,57,0,3,2,5,0.0,0.007429420505200594,673,0,CHN,4.0,0,999,44,1964,0,0,Nigeria
2016,NGR,78,0,0,1,1,0.0,0.001466275659824047,682,0,BRA,8.0,0,999,52,1964,0,0,Nigeria
2020,NGR,74,0,1,1,2,0.0,0.002628120893561104,761,0,JPN,4.0,0,999,56,1964,0,0,Nigeria
1972,NIG,43,0,0,1,1,0.0,0.002277904328018223,439,0,GER,0.0,0,999,0,1972,0,0,Niger
2016,NIG,69,0,1,0,1,0.0,0.001466275659824047,682,0,BRA,44.0,0,999,44,1972,0,0,Niger
1900,NOR,17,0,2,3,5,0.0,0.0211864406779661,236,0,FRA,0.0,0,999,0,1900,0,0,Norway
1904,NOR,7,2,0,0,2,0.008928571428571428,0.008928571428571428,224,0,USA,4.0,0,999,4,1900,0,0,Norway
1908,NOR,8,2,3,3,8,0.00749063670411985,0.0299625468164794,267,0,GBR,4.0,0,999,8,1900,0,0,Norway
1912,NOR,8,3,2,5,10,0.012711864406779662,0.0423728813559322,236,0,SWE,4.0,0,999,12,1900,0,0,Norway
1920,NOR,6,13,9,9,31,0.03581267217630854,0.08539944903581267,363,0,BEL,8.0,1,999,20,1900,0,0,Norway
1924,NOR,7,5,2,3,10,0.017123287671232876,0.03424657534246575,292,0,FRA,4.0,0,999,24,1900,0,0,Norway
1928,NOR,19,1,2,1,4,0.003968253968253968,0.015873015873015872,252,0,NED,4.0,0,999,28,1900,0,0,Norway
1936,NOR,18,1,3,2,6,0.0033112582781456954,0.019867549668874173,302,0,GER,8.0,0,999,36,1900,0,0,Norway
1948,NOR,19,1,3,3,7,0.003205128205128205,0.022435897435897436,312,0,GBR,12.0,1,999,48,1900,0,0,Norway
1952,NOR,10,3,2,0,5,0.008875739644970414,0.014792899408284023,338,0,FIN,4.0,0,999,52,1900,0,0,Norway
1956,NOR,22,1,0,2,3,0.0029239766081871343,0.008771929824561403,342,0,AUS,4.0,0,999,56,1900,0,0,Norway
1960,NOR,21,1,0,0,1,0.0029411764705882353,0.0029411764705882353,340,0,ITA,4.0,0,999,60,1900,0,0,Norway
1968,NOR,25,1,1,0,2,0.0025906735751295338,0.0051813471502590676,386,0,MEX,8.0,0,999,68,1900,0,0,Norway
1972,NOR,21,2,1,1,4,0.004555808656036446,0.009111617312072893,439,0,GER,4.0,0,999,72,1900,0,0,Norway
1976,NOR,21,1,1,0,2,0.0022522522522522522,0.0045045045045045045,444,0,CAN,4.0,0,999,76,1900,0,0,Norway
1984,NOR,28,0,1,2,3,0.0,0.006097560975609756,492,0,USA,8.0,0,999,84,1900,0,0,Norway
1988,NOR,21,2,3,0,5,0.003787878787878788,0.00946969696969697,528,0,KOR,4.0,0,999,88,1900,0,0,Norway
1992,NOR,22,2,4,1,7,0.0034904013961605585,0.012216404886561954,573,0,ESP,4.0,0,999,92,1900,0,0,Norway
1996,NOR,30,2,2,3,7,0.0033112582781456954,0.011589403973509934,604,0,USA,4.0,0,999,96,1900,0,0,Norway
2000,NOR,19,4,3,3,10,0.005997001499250375,0.014992503748125937,667,0,AUS,4.0,0,999,100,1900,0,0,Norway
2004,NOR,17,5,0,1,6,0.007473841554559043,0.008968609865470852,669,0,GRE,4.0,0,999,104,1900,0,0,Norway
2008,NOR,22,3,5,1,9,0.004457652303120356,0.01337295690936107,673,0,CHN,4.0,0,999,108,1900,0,0,Norway
2012,NOR,34,2,1,1,4,0.0029850746268656717,0.005970149253731343,670,0,GBR,4.0,0,999,112,1900,0,0,Norway
2016,NOR,74,0,0,4,4,0.0,0.005865102639296188,682,0,BRA,4.0,0,999,116,1900,0,0,Norway
2020,NOR,20,4,2,2,8,0.005256241787122208,0.010512483574244415,761,0,JPN,4.0,0,999,120,1900,0,0,Norway
2024,NOR,18,4,1,3,8,0.005420054200542005,0.01084010840108401,738,0,FRA,4.0,0,999,124,1900,0,0,Norway
1920,NZL,22,0,0,1,1,0.0,0.0027548209366391185,363,0,BEL,0.0,1,999,0,1920,0,0,New Zealand
1924,NZL,23,0,0,1,1,0.0,0.003424657534246575,292,0,FRA,4.0,0,999,4,1920,0,0,New Zealand
1928,NZL,24,1,0,0,1,0.003968253968253968,0.003968253968253968,252,0,NED,4.0,0,999,8,1920,0,0,New Zealand
1932,NZL,22,0,1,0,1,0.0,0.0037313432835820895,268,0,USA,4.0,0,999,12,1920,0,0,New Zealand
1936,NZL,20,1,0,0,1,0.0033112582781456954,0.0033112582781456954,302,0,GER,4.0,0,999,16,1920,0,0,New Zealand
1952,NZL,24,1,0,2,3,0.0029585798816568047,0.008875739644970414,338,0,FIN,16.0,0,999,32,1920,0,0,New Zealand
1956,NZL,16,2,0,0,2,0.005847953216374269,0.005847953216374269,342,0,AUS,4.0,0,999,36,1920,0,0,New Zealand
1960,NZL,14,2,0,1,3,0.0058823529411764705,0.008823529411764706,340,0,ITA,4.0,0,999,40,1920,0,0,New Zealand
1964,NZL,12,3,0,2,5,0.008108108108108109,0.013513513513513514,370,0,JPN,4.0,0,999,44,1920,0,0,New Zealand
1968,NZL,27,1,0,2,3,0.0025906735751295338,0.007772020725388601,386,0,MEX,4.0,0,999,48,1920,0,0,New Zealand
1972,NZL,23,1,1,1,3,0.002277904328018223,0.00683371298405467,439,0,GER,4.0,0,999,52,1920,0,0,New Zealand
1976,NZL,18,2,1,1,4,0.0045045045045045045,0.009009009009009009,444,0,CAN,4.0,0,999,56,1920,0,0,New Zealand
1984,NZL,8,8,1,2,11,0.016260162601626018,0.022357723577235773,492,0,USA,8.0,0,999,64,1920,0,0,New Zealand
1988,NZL,18,3,2,8,13,0.005681818181818182,0.02462121212121212,528,0,KOR,4.0,0,999,68,1920,0,0,New Zealand
1992,NZL,28,1,4,5,10,0.0017452006980802793,0.017452006980802792,573,0,ESP,4.0,0,999,72,1920,0,0,New Zealand
1996,NZL,26,3,2,1,6,0.004966887417218543,0.009933774834437087,604,0,USA,4.0,0,999,76,1920,0,0,New Zealand
2000,NZL,46,1,0,3,4,0.0014992503748125937,0.005997001499250375,667,0,AUS,4.0,0,999,80,1920,0,0,New Zealand
2004,NZL,24,3,2,0,5,0.004484304932735426,0.007473841554559043,669,0,GRE,4.0,0,999,84,1920,0,0,New Zealand
2008,NZL,27,3,2,4,9,0.004457652303120356,0.01337295690936107,673,0,CHN,4.0,0,999,88,1920,0,0,New Zealand
2012,NZL,14,6,2,5,13,0.008955223880597015,0.019402985074626865,670,0,GBR,4.0,0,999,92,1920,0,0,New Zealand
2016,NZL,19,4,9,5,18,0.005865102639296188,0.026392961876832845,682,0,BRA,4.0,0,999,96,1920,0,0,New Zealand
2020,NZL,13,7,6,7,20,0.009198423127463863,0.026281208935611037,761,0,JPN,4.0,0,999,100,1920,0,0,New Zealand
2024,NZL,11,10,7,3,20,0.013550135501355014,0.02710027100271003,738,0,FRA,4.0,0,999,104,1920,0,0,New Zealand
2020,North Macedonia,77,0,1,0,1,0.0,0.001314060446780552,761,0,JPN,0.0,0,999,0,2020,0,0,North Macedonia
1956,PAK,31,0,1,0,1,0.0,0.0029239766081871343,342,0,AUS,0.0,0,999,0,1956,0,0,Pakistan
1960,PAK,20,1,0,1,2,0.0029411764705882353,0.0058823529411764705,340,0,ITA,4.0,0,999,4,1956,0,0,Pakistan
1964,PAK,30,0,1,0,1,0.0,0.002702702702702703,370,0,JPN,4.0,0,999,8,1956,0,0,Pakistan
1968,PAK,29,1,0,0,1,0.0025906735751295338,0.0025906735751295338,386,0,MEX,4.0,0,999,12,1956,0,0,Pakistan
1972,PAK,33,0,1,0,1,0.0,0.002277904328018223,439,0,GER,4.0,0,999,16,1956,0,0,Pakistan
1976,PAK,37,0,0,1,1,0.0,0.0022522522522522522,444,0,CAN,4.0,0,999,20,1956,0,0,Pakistan
1984,PAK,25,1,0,0,1,0.0020325203252032522,0.0020325203252032522,492,0,USA,8.0,0,999,28,1956,0,0,Pakistan
1988,PAK,46,0,0,1,1,0.0,0.001893939393939394,528,0,KOR,4.0,0,999,32,1956,0,0,Pakistan
1992,PAK,54,0,0,1,1,0.0,0.0017452006980802793,573,0,ESP,4.0,0,999,36,1956,0,0,Pakistan
2024,PAK,62,1,0,0,1,0.0013550135501355014,0.0013550135501355014,738,0,FRA,32.0,0,999,68,1956,0,0,Pakistan
1948,PAN,32,0,0,2,2,0.0,0.00641025641025641,312,0,GBR,0.0,1,999,0,1948,0,0,Panama
2008,PAN,53,1,0,0,1,0.0014858841010401188,0.0014858841010401188,673,0,CHN,60.0,0,999,60,1948,0,0,Panama
2024,PAN,74,0,1,0,1,0.0,0.0013550135501355014,738,0,FRA,16.0,0,999,76,1948,0,0,Panama
2004,PAR,65,0,1,0,1,0.0,0.0014947683109118087,669,0,GRE,0.0,0,999,0,2004,0,0,Paraguay
1948,PER,22,1,0,0,1,0.003205128205128205,0.003205128205128205,312,0,GBR,0.0,1,999,0,1948,0,0,Peru
1984,PER,33,0,1,0,1,0.0,0.0020325203252032522,492,0,USA,36.0,0,999,36,1948,0,0,Peru
1988,PER,36,0,1,0,1,0.0,0.001893939393939394,528,0,KOR,4.0,0,999,40,1948,0,0,Peru
1992,PER,49,0,1,0,1,0.0,0.0017452006980802793,573,0,ESP,4.0,0,999,44,1948,0,0,Peru
2024,PER,84,0,0,1,1,0.0,0.0013550135501355014,738,0,FRA,32.0,0,999,76,1948,0,0,Peru
1928,PHI,32,0,0,1,1,0.0,0.003968253968253968,252,0,NED,0.0,0,999,0,1928,0,0,Philippines
1932,PHI,25,0,0,3,3,0.0,0.011194029850746268,268,0,USA,4.0,0,999,4,1928,0,0,Philippines
1936,PHI,30,0,0,1,1,0.0,0.0033112582781456954,302,0,GER,4.0,0,999,8,1928,0,0,Philippines
1964,PHI,30,0,1,0,1,0.0,0.002702702702702703,370,0,JPN,28.0,0,999,36,1928,0,0,Philippines
1988,PHI,46,0,0,1,1,0.0,0.001893939393939394,528,0,KOR,24.0,0,999,60,1928,0,0,Philippines
1992,PHI,54,0,0,1,1,0.0,0.0017452006980802793,573,0,ESP,4.0,0,999,64,1928,0,0,Philippines
1996,PHI,61,0,1,0,1,0.0,0.0016556291390728477,604,0,USA,4.0,0,999,68,1928,0,0,Philippines
2016,PHI,69,0,1,0,1,0.0,0.001466275659824047,682,0,BRA,20.0,0,999,88,1928,0,0,Philippines
2020,PHI,50,1,2,1,4,0.001314060446780552,0.005256241787122208,761,0,JPN,4.0,0,999,92,1928,0,0,Philippines
2024,PHI,37,2,0,2,4,0.0027100271002710027,0.005420054200542005,738,0,FRA,4.0,0,999,96,1928,0,0,Philippines
1924,POL,22,0,1,1,2,0.0,0.00684931506849315,292,0,FRA,0.0,0,999,0,1924,0,0,Poland
1928,POL,21,1,1,3,5,0.003968253968253968,0.01984126984126984,252,0,NED,4.0,0,999,4,1924,0,0,Poland
1932,POL,10,3,2,4,9,0.011194029850746268,0.033582089552238806,268,0,USA,4.0,0,999,8,1924,0,0,Poland
1936,POL,22,0,4,5,9,0.0,0.029801324503311258,302,0,GER,4.0,0,999,12,1924,0,0,Poland
1948,POL,34,0,0,1,1,0.0,0.003205128205128205,312,0,GBR,12.0,1,999,24,1924,0,0,Poland
1952,POL,20,1,2,1,4,0.0029585798816568047,0.011834319526627219,338,0,FIN,4.0,0,999,28,1924,0,0,Poland
1956,POL,17,1,4,4,9,0.0029239766081871343,0.02631578947368421,342,0,AUS,4.0,0,999,32,1924,0,0,Poland
1960,POL,9,4,6,11,21,0.011764705882352941,0.061764705882352944,340,0,ITA,4.0,0,999,36,1924,0,0,Poland
1964,POL,7,7,6,10,23,0.01891891891891892,0.062162162162162166,370,0,JPN,4.0,0,999,40,1924,0,0,Poland
1968,POL,11,5,2,11,18,0.012953367875647668,0.046632124352331605,386,0,MEX,4.0,0,999,44,1924,0,0,Poland
1972,POL,7,7,5,9,21,0.015945330296127564,0.04783599088838269,439,0,GER,4.0,0,999,48,1924,0,0,Poland
1976,POL,6,7,6,13,26,0.015765765765765764,0.05855855855855856,444,0,CAN,4.0,0,999,52,1924,0,0,Poland
1980,POL,10,3,14,15,32,0.006607929515418502,0.07048458149779736,454,0,RUS,4.0,0,999,56,1924,0,0,Poland
1988,POL,20,2,5,9,16,0.003787878787878788,0.030303030303030304,528,0,KOR,8.0,0,999,64,1924,0,0,Poland
1992,POL,19,3,6,10,19,0.005235602094240838,0.03315881326352531,573,0,ESP,4.0,0,999,68,1924,0,0,Poland
1996,POL,11,7,5,5,17,0.011589403973509934,0.028145695364238412,604,0,USA,4.0,0,999,72,1924,0,0,Poland
2000,POL,14,6,5,3,14,0.008995502248875561,0.020989505247376312,667,0,AUS,4.0,0,999,76,1924,0,0,Poland
2004,POL,23,3,2,5,10,0.004484304932735426,0.014947683109118086,669,0,GRE,4.0,0,999,80,1924,0,0,Poland
2008,POL,16,4,5,2,11,0.005943536404160475,0.01634472511144131,673,0,CHN,4.0,0,999,84,1924,0,0,Poland
2012,POL,23,3,2,6,11,0.004477611940298508,0.016417910447761194,670,0,GBR,4.0,0,999,88,1924,0,0,Poland
2016,POL,33,2,3,6,11,0.002932551319648094,0.016129032258064516,682,0,BRA,4.0,0,999,92,1924,0,0,Poland
2020,POL,17,4,5,5,14,0.005256241787122208,0.018396846254927726,761,0,JPN,4.0,0,999,96,1924,0,0,Poland
2024,POL,42,1,4,5,10,0.0013550135501355014,0.013550135501355014,738,0,FRA,4.0,0,999,100,1924,0,0,Poland
1924,POR,23,0,0,1,1,0.0,0.003424657534246575,292,0,FRA,0.0,0,999,0,1924,0,0,Portugal
1928,POR,32,0,0,1,1,0.0,0.003968253968253968,252,0,NED,4.0,0,999,4,1924,0,0,Portugal
1936,POR,30,0,0,1,1,0.0,0.0033112582781456954,302,0,GER,8.0,0,999,12,1924,0,0,Portugal
1948,POR,26,0,1,1,2,0.0,0.00641025641025641,312,0,GBR,12.0,1,999,24,1924,0,0,Portugal
1952,POR,40,0,0,1,1,0.0,0.0029585798816568047,338,0,FIN,4.0,0,999,28,1924,0,0,Portugal
1960,POR,32,0,1,0,1,0.0,0.0029411764705882353,340,0,ITA,8.0,0,999,36,1924,0,0,Portugal
1976,POR,30,0,2,0,2,0.0,0.0045045045045045045,444,0,CAN,16.0,0,999,52,1924,0,0,Portugal
1984,POR,23,1,0,2,3,0.0020325203252032522,0.006097560975609756,492,0,USA,8.0,0,999,60,1924,0,0,Portugal
1988,POR,29,1,0,0,1,0.001893939393939394,0.001893939393939394,528,0,KOR,4.0,0,999,64,1924,0,0,Portugal
1996,POR,47,1,0,1,2,0.0016556291390728477,0.0033112582781456954,604,0,USA,8.0,0,999,72,1924,0,0,Portugal
2000,POR,69,0,0,2,2,0.0,0.0029985007496251873,667,0,AUS,4.0,0,999,76,1924,0,0,Portugal
2004,POR,60,0,2,1,3,0.0,0.004484304932735426,669,0,GRE,4.0,0,999,80,1924,0,0,Portugal
2008,POR,47,1,1,0,2,0.0014858841010401188,0.0029717682020802376,673,0,CHN,4.0,0,999,84,1924,0,0,Portugal
2012,POR,70,0,1,0,1,0.0,0.0014925373134328358,670,0,GBR,4.0,0,999,88,1924,0,0,Portugal
2016,POR,78,0,0,1,1,0.0,0.001466275659824047,682,0,BRA,4.0,0,999,92,1924,0,0,Portugal
2020,POR,56,1,1,2,4,0.001314060446780552,0.005256241787122208,761,0,JPN,4.0,0,999,96,1924,0,0,Portugal
2024,POR,50,1,2,1,4,0.0013550135501355014,0.005420054200542005,738,0,FRA,4.0,0,999,100,1924,0,0,Portugal
1972,PRK,22,1,1,3,5,0.002277904328018223,0.011389521640091117,439,0,GER,0.0,0,999,0,1972,0,0,North Korea
1976,PRK,21,1,1,0,2,0.0022522522522522522,0.0045045045045045045,444,0,CAN,4.0,0,999,4,1972,0,0,North Korea
1980,PRK,26,0,3,2,5,0.0,0.011013215859030838,454,0,RUS,4.0,0,999,8,1972,0,0,North Korea
1992,PRK,16,4,0,5,9,0.006980802792321117,0.015706806282722512,573,0,ESP,12.0,0,999,20,1972,0,0,North Korea
1996,PRK,33,2,1,2,5,0.0033112582781456954,0.008278145695364239,604,0,USA,4.0,0,999,24,1972,0,0,North Korea
2000,PRK,60,0,1,3,4,0.0,0.005997001499250375,667,0,AUS,4.0,0,999,28,1972,0,0,North Korea
2004,PRK,57,0,4,1,5,0.0,0.007473841554559043,669,0,GRE,4.0,0,999,32,1972,0,0,North Korea
2008,PRK,31,2,2,2,6,0.0029717682020802376,0.008915304606240713,673,0,CHN,4.0,0,999,36,1972,0,0,North Korea
2012,PRK,21,4,0,2,6,0.005970149253731343,0.008955223880597015,670,0,GBR,4.0,0,999,40,1972,0,0,North Korea
2016,PRK,34,2,3,2,7,0.002932551319648094,0.010263929618768328,682,0,BRA,4.0,0,999,44,1972,0,0,North Korea
